126,118,3210.918,127.521,415.843,130.157,852.075,98.197,277.943,45.451,116.408,83,394.453,78.5,585.94,49.003
122,118,3204.809,124.74,413.472,130.723,853.029,114.199,284.906,46.516,92.048,85,379.235,81.5,577.24,50.11
124,118,3201.548,116.877,418.245,123.696,858.556,99.327,281.439,48.946,119.296,85,403.287,81.5,589.57,51.773
120,119,3201.645,110.203,411.123,124.943,871.129,128.453,271.596,50.236,90.819,85.5,387.642,83,593.48,51.773
129,105,3195.58,105.983,415.964,126.394,864.107,131.56,281.347,53.234,87.489,86,377.436,83.5,595.83,51.773
119,104,3197.542,111.876,417.712,124.509,843.873,148.788,273.054,54.162,102.865,86,382.83,83.5,596.67,51.773
125,99,3196.191,111.038,414.615,131.446,844.549,137.07,280.11,55.345,86.473,86.5,377.292,84,586.58,52.883
122,122,3201.44,111.011,417.205,130.536,839.03,130.628,267.258,56.148,96.074,87,380.482,84.5,588.47,52.883
130,120,3205.45,85.041,417.168,131.724,832.516,155.581,284.301,55.715,106.495,87,398.163,84.5,590.63,53.439
129,117,3207.458,80.146,418.275,129.017,828.985,114.501,260.791,56.562,103.278,87.5,399.083,84.5,586.93,53.995
131,116,3209.164,83.639,416.579,131.943,840.555,119.879,263.764,56.19,86.34,88,414.791,84.5,587.49,53.995
130,126,3206.179,85.985,419.89,126.656,846.891,130.77,287.102,56.306,87.637,88,383.363,85.5,592.77,53.995
137,130,3207.055,84.386,422.335,136.893,848.223,132.303,262.015,57.935,102.761,88,404.591,86,589.26,54.551
127,128,3204.727,80.205,416.717,131.209,838.468,134.022,262.669,58.977,91.808,88.5,380.725,86.5,581.62,55.108
133,130,3204.294,86.553,427.687,130.642,850.263,118.451,264.91,59.343,96.111,88.5,385.453,86.5,600.48,55.108
135,126,3207.539,81.037,416.252,129.237,857.826,125.49,261.71,59.767,108.314,88.5,382.091,87,585.01,55.665
132,132,3206.184,79.903,424.598,131.735,854.684,105.987,256.099,61.116,86.397,89,394.335,87,586.07,55.665
117,149,3210.174,86.925,422.132,133.324,854.511,112.709,266.631,61.524,90.248,89,407.825,87,586.91,55.665
110,139,3212.276,89.519,417.859,128.971,854.358,111.68,256.053,62.156,112.709,89,384.154,87.5,560.7,60.696
116,144,3213.974,78.418,417.279,127.87,859.112,114.586,261.146,62.059,79.538,89.5,415.772,87.5,562.46,60.696
111,140,3216.395,77.979,417.89,126.418,855.434,132.406,262.667,61.823,93.691,90,407.367,88,564.2,60.696
111,148,3216.388,80.237,414.28,126.317,855.547,132.13,267.865,62.091,105.351,90,382.068,88.5,565.1,61.257
134,119,3221.206,87.626,421.399,125.376,857.842,144.991,263.996,63.38,104.694,90.5,400.294,88.5,566.54,61.818
137,121,3220.719,75.784,443.396,137.602,854.528,146.377,267.513,64.522,88.289,91,408.432,88.5,569.62,61.818
134,123,3216.567,81.38,432.529,140.478,862.255,166.484,262.044,64.954,104.089,91,411.674,88.5,562.96,62.38
138,116,3217.955,83.254,432.5,143.438,855.699,148.608,283.123,65.452,99.976,91.5,415.944,88.5,567.88,62.38
135,122,3221.261,75.659,435.285,116.888,859.484,139.948,287.151,65.723,102.572,91.5,400.922,89,556.77,62.942
137,129,3220.261,80.497,435.534,155.599,856.731,138.952,288.54,67.114,113.783,91.5,401.947,89,593.35,62.942
133,124,3220.649,79.287,439.415,152.312,861.769,138.542,268.503,68.112,85.57,92,409.591,89,569.13,63.504
133,118,3218.662,80.912,441.763,153.131,851.609,162.124,286.051,68.545,109.784,92,412.988,89,558.55,64.067
128,126,3218.858,70.571,438.873,148.895,852.761,129.752,272.526,69.776,79.394,92.5,407.213,90,597.99,65.194
131,129,3203.665,105.703,424.241,136.965,853.993,136.617,258.951,70.548,84.15,92.5,411.848,90,598.23,65.758
126,119,3197.447,104.373,414.027,138.032,857.896,137.567,276.889,70.665,105.669,92.5,389.578,90.5,564.69,67.453
139,120,3198.377,111.937,420.202,141.747,854.267,133.374,259.201,70.91,107.023,92.5,408.64,90.5,563.28,68.019
130,115,3199.823,107.147,423.271,124.481,849.639,146.097,261.503,72.102,86.35,93,412.597,90.5,568.11,68.019
127,114,3199.341,96.115,408.241,117.255,850.475,137.856,266.943,72.1,103.178,93,413.656,90.5,596.72,68.019
132,117,3198.817,101.871,397.296,124.714,853.082,142.377,274.151,72.027,104.766,93,414.79,90.5,599.84,69.719
130,125,3227.604,83.423,409.05,104.699,846.832,136.014,267.834,72.997,105.94,93,418.03,90.5,599.21,71.423
133,126,3224.985,100.043,410.187,104.433,856.76,133.904,260.815,73.385,106.548,93,398.917,91,599.49,71.992
139,138,3229.023,84.19,411.54,98.455,854.691,138.215,261.149,73.601,107.718,93,417.622,91,583.43,73.701
139,133,3221.58,84.017,411.142,98.197,846.021,136.149,265.948,74.503,77.188,93.5,419.09,91,592.58,73.701
118,142,3225.617,83.091,411.052,103.782,836.083,95.677,263.284,75.025,86,93.5,413.051,91.5,598.09,74.272
112,90,3228.77,81.582,411.512,99.354,839.079,140.954,277.397,75.228,105.689,93.5,405.195,92,599.34,74.843
113,108,3226.203,83.064,409.377,100.567,827.594,148.084,279.17,75.001,99.982,94,410.884,92,600.2,74.843
116,109,3221.701,77.593,414.023,101.388,839.237,142.599,282.346,76.246,101.604,94,412.115,92,601.08,74.843
129,106,3226.98,85.812,412.804,101.102,837.401,144.343,290.02,75.836,105.47,94,412.713,92,602.71,74.843
118,110,3224.235,84.796,409.229,155.099,841.903,143.241,267.557,76.404,108.769,94,373.583,92.5,601.19,76.56
126,101,3226.222,78.129,411.544,144.879,844.272,147.255,277.52,76.438,102.546,94.5,380.369,93,605.07,76.56
120,105,3224.41,110.242,398.791,102.374,836.376,139.534,288.212,76.406,111.43,94.5,411.782,93,596.97,78.281
119,107,3224.639,78.661,400.298,100.285,843.262,147.321,265.604,77.061,92.59,95.5,414.193,93,594.52,78.855
119,104,3217.505,73.931,397.4,102.49,846.092,137.495,287.062,76.933,100.433,95.5,414.339,93,597.43,78.855
119,112,3216.939,79.055,397.026,97.191,851.345,142.573,283.332,77.308,101.51,95.5,406.077,93.5,601.52,78.855
123,126,3220.955,78.725,401.15,99.455,864.438,117.784,266.375,77.901,104.47,95.5,408.116,93.5,604.74,78.855
121,137,3222.597,77.995,399.995,99.504,859.619,113.628,284.336,78.104,106.818,95.5,411.87,93.5,580.74,79.431
127,135,3217.39,76.124,401.222,97.708,847.411,99.027,262.221,78.371,102.568,96,417.115,93.5,597.09,79.431
113,109,3230.956,103.259,403.041,99.42,836.505,108.419,277.09,78.549,109.078,96,402.853,94,600.51,79.431
93,113,3220.086,132.814,402.59,115.436,834.473,106.22,267.138,79.012,94.52,96.5,411.132,94,601.48,80.006
96,118,3214.569,124.605,410.923,113.072,839.954,113.413,287.054,78.734,108.599,96.5,379.986,94.5,598.84,80.582
99,116,3211.987,131.726,409.891,115.968,840.064,105.612,271.773,79.635,106.454,97,414.803,94.5,594.43,81.736
93,107,3222.132,103.854,398.848,109.489,835.902,110.585,279.519,79.568,106.77,97,381.497,95,599.64,81.736
92,113,3215.836,127.278,400.736,116.02,836.776,105.894,284.855,79.278,80.396,97.5,407.226,95,566.08,82.892
95,120,3220.607,131.498,401.091,114.552,837.432,107.752,279.254,79.685,81.038,98,407.243,95,563.76,83.471
95,118,3222.891,134.279,407.895,108.467,833.652,105.169,261.852,80.345,115.952,98,410.632,95,558.18,84.05
93,117,3225.194,130.622,404.401,109.848,838.506,105.122,278.981,80.599,104.285,98.5,382.019,95.5,572.25,84.05
92,121,3218.944,128.51,399.154,109.447,837.201,105.249,262.564,80.853,106.135,98.5,402.343,95.5,573.48,84.05
87,116,3198.478,107.295,417.578,137.091,837.826,106.339,274.446,80.896,106.778,98.5,413.683,95.5,594.04,84.05
95,117,3202.514,106.318,399.589,114.236,828.251,102.359,279.891,80.964,94.223,99,402.171,96,600.66,84.05
96,112,3198.164,102.382,399.331,111.523,836.552,105.264,271.827,81.239,104.273,99,402.547,96,584.66,84.63
90,110,3197.656,96.828,427.066,99.006,834.314,111.918,255.183,81.767,104.959,99,408.191,96,560.1,85.21
95,113,3195.92,84.906,431.314,101.919,839.844,110.956,274.682,81.679,94.003,99.5,381.359,96.5,563.33,85.21
92,119,3230.827,107.285,428.026,107.444,837.981,107.853,274.183,82.24,103.888,99.5,405.292,96.5,594.22,85.21
95,109,3231.499,106.538,428.012,102.065,837.156,103.337,265.04,82.737,91.079,100,414.808,96.5,597.53,85.21
95,117,3230.056,98.288,429.725,101.33,836.389,111.874,268.869,83.104,113.029,100,403.747,97,569.82,85.791
90,111,3230.064,95.116,427.327,98.671,855.83,109.444,284.726,84.104,98.309,102,409.761,97,571.23,85.791
93,121,3231.575,101.723,428.451,105.837,835.007,102.769,270.833,84.97,88.285,102.5,410.696,97,599.32,85.791
92,113,3231.699,101.762,427.861,98.237,830.308,104.798,272.522,86.05,107.099,102.5,418.448,97,557.47,86.372
87,128,3233.553,101.471,420.691,102.075,839.566,102.927,,,81.242,103,405.07,97.5,559.03,86.372
95,113,3232.834,95.048,425.519,98.803,843.303,98.667,,,84.422,105.5,405.745,97.5,599.51,86.372
88,114,3236.437,101.035,431.146,97.834,844.96,101.221,,,104.388,105.5,408.646,97.5,559.64,87.537
114,151,3235.218,101.115,428.063,104.482,836.873,101.7,,,90.196,106,411.02,97.5,564.02,88.12
102,145,,,429.664,103.957,838.056,97.959,,,90.441,106,377.11,98,564.51,88.12
105,153,,,428.758,99.762,840.68,104.852,,,118.495,106,386.361,98,564.7,88.12
110,139,,,429.603,95.191,836.238,100.433,,,117.138,107,404.867,98,569.94,88.703
107,132,,,430.862,102.944,837.716,99.245,,,105.448,110.5,409.006,98,577.46,88.703
115,155,,,408.321,130.236,839.024,101.693,,,112.114,110.5,419.613,98,579.4,88.703
105,149,,,410.548,137.346,839.191,103.313,,,108.353,111,415.498,98.5,581.39,88.703
110,136,,,416.318,135.433,843.569,103.282,,,111.247,111,418.072,98.5,563.85,89.287
107,144,,,419.082,131.132,843.029,100.139,,,111.463,111,377.955,99,577.86,89.287
116,144,,,413.811,132.014,843.12,101.288,,,113.138,111,382.885,99,604.21,89.287
107,152,,,422.585,126.932,839.45,104.529,,,105.026,111.5,379.134,100,566.33,90.458
102,142,,,418.414,131.954,861.631,118.904,,,97.835,112,387.491,100,578.2,90.458
108,145,,,418.008,131.258,864.042,124.562,,,98.767,112.5,405.844,100,561.08,91.043
106,139,,,414.262,127.593,825.003,119.433,,,103.159,112.5,410.068,100,567.62,91.043
104,140,,,416.92,100.699,835.693,120.418,,,77.149,113,376.757,100.5,565.68,91.63
118,128,,,418.482,103.07,825.338,120.371,,,105.767,113,408.448,100.5,577.79,91.63
104,142,,,419.055,101.329,836.205,117.769,,,76.922,114,408.822,100.5,563.99,92.217
111,140,,,418.623,103.014,829.221,124.32,,,101.138,114,411.792,100.5,580.71,92.217
104,149,,,420.576,101.907,828.593,121.734,,,101.582,114,417.255,100.5,564.23,92.805
108,143,,,409.787,102.757,834.342,120.204,,,105.336,115,384.501,101,581.42,92.805
111,148,,,421.652,101.804,823.58,124.734,,,104.446,115.5,403.426,101,600.57,92.805
100,104,,,416.16,96.557,832.436,115.397,,,106.362,115.5,386.897,101.5,581.69,94.572
110,104,,,414.337,102.682,823.921,109.658,,,91.61,116,403.523,101.5,570.67,95.162
108,103,,,417.027,128.536,830.072,112.912,,,112.312,116,374.682,102,575.18,95.162
119,101,,,414.982,96.147,836.101,114.287,,,81.306,116.5,380.931,102,557.93,96.344
118,110,,,410.992,103.284,831.997,111.757,,,103.226,116.5,404.313,102,560.83,96.344
119,104,,,412.899,100.295,828.928,110.774,,,104.184,117,409.615,102,566.64,96.344
116,100,,,414.064,92.834,823.373,118.561,,,91.784,117.5,376.647,102.5,569.72,96.344
93,136,,,421.127,95.135,823.44,122.987,,,96.186,117.5,391.516,102.5,596.29,96.936
89,144,,,420.777,96.793,835.247,108.832,,,99.314,117.5,398.83,102.5,568.67,98.122
121,137,,,427.238,104.729,833.778,111.874,,,76.342,118,406.29,102.5,570.11,98.122
116,147,,,425.61,100.652,833.086,95.152,,,95.747,118,382.789,103,584.44,98.716
117,149,,,419.896,99.721,832.014,110.031,,,105.257,118,406.175,103,567.32,99.31
119,142,,,417.603,99.597,835.115,109.591,,,118.84,118,404.668,103.5,572.27,99.31
118,145,,,423.423,98.317,833.184,113.703,,,94.381,118.5,411.98,104,580.72,99.906
119,152,,,426.777,101.342,833.51,110.431,,,95.393,119,377.831,104.5,591,99.906
102,145,,,421.985,108.545,865.188,115.769,,,95.402,119,395.241,104.5,575.17,101.1
105,153,,,428.115,107.76,864.724,119.144,,,99.472,119,389.014,105,563.95,101.7
110,139,,,421.038,125.185,860.542,115.447,,,104.212,119,390.49,105,592.05,101.7
115,147,,,426.895,126.275,861.814,114.707,,,95.176,119.5,396.382,105,598.48,101.7
111,140,,,426.032,104.721,871.953,140.137,,,79.016,120,396.787,105,577.53,103.49
104,149,,,428.772,107.687,862.052,113.581,,,81.716,120,378.792,105.5,582.11,103.49
108,143,,,426.429,104.535,862.738,109.494,,,88.369,120,379.389,106,568.67,104.09
111,140,,,420.814,102.915,862.308,118.28,,,97.284,120,397.323,106,595.53,104.09
111,148,,,422.098,97.481,859.111,129.175,,,97.653,120,380.311,106.5,582.98,104.69
106,140,,,427.668,97.583,864.925,122.922,,,90.573,120.5,383.866,106.5,588.44,104.69
131,129,,,423.903,102.708,862.64,120.206,,,95.268,120.5,399.076,106.5,595.13,104.69
126,119,,,423.905,107.934,861.169,116.847,,,101.368,120.5,380.721,107,593.61,106.5
130,115,,,427.168,109.617,864.458,126.546,,,80.303,121,380.387,107.5,591.35,107.1
132,115,,,422.785,102.89,864.868,127.669,,,102.525,121,401.248,107.5,594.98,107.71
126,119,,,425.765,103.12,866.014,124.101,,,97.128,121.5,406.295,107.5,,
127,114,,,424.764,101.392,866.309,125.638,,,105.969,121.5,389.804,108,,
130,125,,,410.537,99.309,,,,,81.651,122,391.512,108,,
133,126,,,421.6,122.247,,,,,105.444,122,398.146,108,,
119,143,,,422.978,107.042,,,,,108.051,122,403.058,108,,
116,141,,,421.809,100.187,,,,,115.578,122,407.832,108,,
123,146,,,426.443,106.757,,,,,102.733,122.5,372.924,108.5,,
113,146,,,433.802,120.449,,,,,111.457,122.5,377.624,109,,
120,137,,,432.086,110.577,,,,,94.897,123,401.883,109,,
118,142,,,433.19,109.447,,,,,99.479,123.5,386.363,109.5,,
119,140,,,428.783,103.236,,,,,101.671,124,392.464,109.5,,
119,140,,,430.228,106.967,,,,,102.894,124,393.985,109.5,,
111,133,,,431.46,108.982,,,,,108.994,124,399.117,109.5,,
119,139,,,429.067,120.801,,,,,111.403,124,402.311,109.5,,
112,139,,,426.199,109.596,,,,,76.029,124.5,407.03,109.5,,
112,90,,,422.762,118.753,,,,,76.687,124.5,409.944,109.5,,
110,104,,,430.932,112.292,,,,,105.986,124.5,388.512,110,,
108,101,,,433.239,112.199,,,,,114.565,124.5,392.841,110,,
109,99,,,433.237,118.062,,,,,109.374,125,397.549,110,,
109,107,,,436.074,119.782,,,,,113.081,125,404.238,110,,
108,105,,,429.468,115.799,,,,,78.054,125.5,409.789,110,,
118,137,,,440.169,119.74,,,,,113.391,126,418.431,110,,
126,145,,,438.637,122.214,,,,,82.837,126.5,393.83,110.5,,
112,136,,,431.136,116.988,,,,,96.427,126.5,417.506,110.5,,
121,137,,,425.13,122.5,,,,,107.675,126.5,377.132,111,,
115,143,,,427.438,112.046,,,,,110.013,126.5,409.335,111,,
117,138,,,430.3,118.557,,,,,77.89,127,415.165,111,,
118,135,,,424.672,118.637,,,,,78.738,127.5,377.377,111.5,,
119,136,,,426.174,115.752,,,,,102.954,127.5,387.742,111.5,,
116,134,,,429.192,117.688,,,,,100.613,128,390.035,111.5,,
114,139,,,431.567,120.395,,,,,99.982,128.5,392.363,111.5,,
120,135,,,433.013,117.41,,,,,104.279,129,401.588,111.5,,
119,138,,,432.808,119.11,,,,,80.451,129.5,402.303,111.5,,
116,140,,,434.608,120.209,,,,,81.24,129.5,393.806,112,,
116,109,,,425.7,107.736,,,,,88.489,129.5,394.376,112,,
119,101,,,431.941,111.951,,,,,101.575,129.5,402.041,112,,
119,104,,,427.785,115.46,,,,,102.637,129.5,388.992,112.5,,
131,117,,,433.312,122.723,,,,,98.504,131,407.416,112.5,,
118,133,,,432.986,125.934,,,,,102.497,131,383.826,113,,
123,126,,,429.81,124.287,,,,,104.911,131,411.346,113,,
121,137,,,433.299,126.473,,,,,100.91,132,386.192,113.5,,
127,135,,,435.692,126.312,,,,,94.875,132.5,379.236,114,,
,,,,434.068,131.728,,,,,105.156,132.5,381.353,114,,
,,,,430.518,123.895,,,,,113.108,133,381.866,114,,
,,,,438.956,108.34,,,,,88.586,135,382.69,114,,
,,,,436.471,107.709,,,,,,,412.535,114,,
,,,,443.076,106.308,,,,,,,379.704,114.5,,
,,,,441.719,104.572,,,,,,,380.784,114.5,,
,,,,443.966,104.129,,,,,,,380.875,114.5,,
,,,,437.619,103.412,,,,,,,393.796,114.5,,
,,,,404.728,139.262,,,,,,,380.94,115,,
,,,,402.793,106.505,,,,,,,382.664,115,,
,,,,397.718,109.672,,,,,,,398.591,115,,
,,,,400.204,124.612,,,,,,,400.315,115,,
,,,,432.007,128.229,,,,,,,399.201,115.5,,
,,,,435.286,133.469,,,,,,,399.796,115.5,,
,,,,430.261,129.54,,,,,,,380.096,116,,
,,,,437.481,135.197,,,,,,,407.746,116,,
,,,,426.684,135.002,,,,,,,376.534,117,,
,,,,424.507,128.359,,,,,,,384.487,117,,
,,,,402.443,148.773,,,,,,,394.845,117,,
,,,,405.573,144.219,,,,,,,395.418,117,,
,,,,399.798,144.414,,,,,,,398.632,117,,
,,,,398.905,141.992,,,,,,,402.745,117,,
,,,,395.498,139.267,,,,,,,381.982,117.5,,
,,,,400.282,144.039,,,,,,,397.292,117.5,,
,,,,406.112,139.863,,,,,,,386.3,118,,
,,,,414.377,143.103,,,,,,,388.882,118,,
,,,,407.814,132.457,,,,,,,407.205,118,,
,,,,405.427,132.804,,,,,,,412.055,118,,
,,,,400.474,120.326,,,,,,,401.861,118.5,,
,,,,401.896,126.079,,,,,,,399.679,119,,
,,,,401.705,121.72,,,,,,,381.189,119.5,,
,,,,404.085,135.95,,,,,,,394.572,119.5,,
,,,,403.979,128.568,,,,,,,380.494,120,,
,,,,406.199,132.245,,,,,,,411.586,120,,
,,,,403.757,130.539,,,,,,,377.873,120.5,,
,,,,397.14,126.278,,,,,,,383.673,120.5,,
,,,,402.877,115.662,,,,,,,385.076,120.5,,
,,,,396.273,127.233,,,,,,,395.104,120.5,,
,,,,422.214,138.048,,,,,,,397.548,120.5,,
,,,,426.055,135.366,,,,,,,374.447,121,,
,,,,423.59,140.315,,,,,,,388.579,122,,
,,,,426.321,136.748,,,,,,,377.642,122.5,,
,,,,421.929,135.923,,,,,,,406.846,122.5,,
,,,,418.769,131.817,,,,,,,409.23,122.5,,
,,,,421.658,126.41,,,,,,,396.74,123,,
,,,,425.67,128.729,,,,,,,384.554,123.5,,
,,,,429.541,158.01,,,,,,,393.715,123.5,,
,,,,420.465,156.338,,,,,,,377.649,124,,
,,,,423.493,154.468,,,,,,,388.593,124.5,,
,,,,432.23,100.717,,,,,,,380.929,125,,
,,,,434.412,97.115,,,,,,,386.166,125,,
,,,,437.339,102.753,,,,,,,413.136,125,,
,,,,436.178,92.344,,,,,,,384.375,125.5,,
,,,,433.025,97.105,,,,,,,383.555,126,,
,,,,435.98,90.684,,,,,,,397.386,126,,
,,,,436.313,92.56,,,,,,,377.026,126.5,,
,,,,435.013,91.367,,,,,,,393.212,127,,
,,,,434.28,90.035,,,,,,,,,,
,,,,437.789,106.13,,,,,,,,,,
,,,,436.517,110.364,,,,,,,,,,
,,,,432.911,114.691,,,,,,,,,,
,,,,439.154,111.999,,,,,,,,,,
,,,,436.168,111.344,,,,,,,,,,
,,,,431.298,114.692,,,,,,,,,,
,,,,437.78,111.254,,,,,,,,,,
,,,,436.679,113.242,,,,,,,,,,
,,,,436.25,108.156,,,,,,,,,,
,,,,435.289,109.831,,,,,,,,,,
,,,,432.798,101.076,,,,,,,,,,
,,,,438.054,99.699,,,,,,,,,,
,,,,433.646,99.093,,,,,,,,,,
,,,,435.291,101.388,,,,,,,,,,
,,,,440.036,103.052,,,,,,,,,,
,,,,432.024,97.721,,,,,,,,,,
,,,,433.236,96.266,,,,,,,,,,
,,,,436.635,98.427,,,,,,,,,,
,,,,436.792,96.622,,,,,,,,,,
,,,,440.19,97.607,,,,,,,,,,
,,,,437.035,98.387,,,,,,,,,,
,,,,440.092,96.426,,,,,,,,,,
,,,,438.792,99.105,,,,,,,,,,
,,,,437.389,96.486,,,,,,,,,,
,,,,437.529,99.378,,,,,,,,,,
,,,,435.197,101.419,,,,,,,,,,
,,,,434.306,98.311,,,,,,,,,,
,,,,436.228,99.211,,,,,,,,,,
